Fecha,Hora,Zona horaria,Ventas brutas,Descuentos,Ventas netas,Impuestos,Propinas,Reembolsos parciales,Total recibido,Fuente,Tarjeta,Métodos de ingreso de tarjeta,Efectivo,Tarjeta de regalo Square,Otra forma de pago,Otra forma de pago,Otra forma de pago,Comisiones,Total neto,Identificación de transacción,ID de pago,Marca de tarjeta,Prefijo PAN,Nombre del dispositivo,Nombre de personal,ID de personal,Información,Descripción,Tipo de evento,Ubicación,Opción de servicio,Alias del dispositivo
05/07/2017,16:56:03,Ciudad de México,$119.00,$0.00,$119.00,$0.00,$0.00,$0.00,$119.00,Punto de venta,$0.00,N/D,$119.00,$0.00,$0.00,,,$0.00,$119.00,HWqoSx1mU4wDh3aCSIRI6gneV,Z5j0DSrfZo2nl9VmX324KQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/HWqoSx1mU4wDh3aCSIRI6gneV/by-unit/24X11KTH1BG6A,"Ferrero, Cookies  & Cream",Pago,contabilidad@mckleincorp.com,,Las Aguilas
04/07/2017,17:19:05,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,Ft8nYbrpAIN0os1Rfgg7CZqeV,Zz8yxzyq6aPFRBafD60SLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/Ft8nYbrpAIN0os1Rfgg7CZqeV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
04/07/2017,15:17:22,Ciudad de México,$266.00,-$89.00,$177.00,$0.00,$0.00,$0.00,$177.00,Punto de venta,$0.00,N/D,$177.00,$0.00,$0.00,,,$0.00,$177.00,Nlqn7Vs7spEcV19D0bad4LjeV,Rziw3VVnoGznbnXM7166KQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/Nlqn7Vs7spEcV19D0bad4LjeV/by-unit/24X11KTH1BG6A,"Kinder, Nuez Blanca, Chocolate Lovers, Cheesecake, Mentada",Pago,contabilidad@mckleincorp.com,,Las Aguilas
03/07/2017,14:39:58,Ciudad de México,$61.00,$0.00,$61.00,$0.00,$0.00,$0.00,$61.00,Punto de venta,$0.00,N/D,$61.00,$0.00,$0.00,,,$0.00,$61.00,NdOn3a38hXwVtDRIWxzdw4meV,jGljtvq3dxuonng9f8K2JQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/NdOn3a38hXwVtDRIWxzdw4meV/by-unit/24X11KTH1BG6A,"Snickers, Fresa",Pago,contabilidad@mckleincorp.com,,Las Aguilas
02/07/2017,20:29:25,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,D6Z6KaqVdyycgKeW4RWyFE2eV,VbLTtapa5P1VKp5dQKcxKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/D6Z6KaqVdyycgKeW4RWyFE2eV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
02/07/2017,19:08:58,Ciudad de México,$208.00,$0.00,$208.00,$0.00,$0.00,$0.00,$208.00,Punto de venta,$0.00,N/D,$208.00,$0.00,$0.00,,,$0.00,$208.00,JNlaFcZwXvoA0CR0xtLi663eV,LKzE2AeOEg3fPHRHrwhDLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/JNlaFcZwXvoA0CR0xtLi663eV/by-unit/24X11KTH1BG6A,"Nuez Blanca, Nuez, Clásica, Piña Colada",Pago,contabilidad@mckleincorp.com,,Las Aguilas
02/07/2017,18:05:43,Ciudad de México,$196.00,$0.00,$196.00,$0.00,$0.00,$0.00,$196.00,Punto de venta,$0.00,N/D,$196.00,$0.00,$0.00,,,$0.00,$196.00,rYqO1USXw21jKKe5msk5NGheV,rw8DS6eCId8dJ4sZE0NFKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/rYqO1USXw21jKKe5msk5NGheV/by-unit/24X11KTH1BG6A,"2 x Clásica, Nuez Blanca, Cereales",Pago,contabilidad@mckleincorp.com,,Las Aguilas
02/07/2017,15:49:32,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,NdQiGBUNvxhxIVC8c8GNGIieV,NN6x3Yq7v0efdveeUNY1KQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/NdQiGBUNvxhxIVC8c8GNGIieV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
02/07/2017,14:11:04,Ciudad de México,$62.00,$0.00,$62.00,$0.00,$0.00,$0.00,$62.00,Punto de venta,$0.00,N/D,$62.00,$0.00,$0.00,,,$0.00,$62.00,X05c7DoAdHQwsDHtwEJGdMleV,zAMWhw5GbmZwkChLkMrIKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/X05c7DoAdHQwsDHtwEJGdMleV/by-unit/24X11KTH1BG6A,Nuez,Pago,contabilidad@mckleincorp.com,,Las Aguilas
01/07/2017,18:56:24,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,PQp6azGpSL6FqmTvClOt1M3eV,T6x4ek0HDDiBPnZfgcZpKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/PQp6azGpSL6FqmTvClOt1M3eV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
01/07/2017,18:42:46,Ciudad de México,$95.00,$0.00,$95.00,$0.00,$0.00,$0.00,$95.00,Punto de venta,$0.00,N/D,$95.00,$0.00,$0.00,,,$0.00,$95.00,tdQktdCQsH3dNJcB5BbRfBleV,r2TfxBgJhvPoRdORJfL4KQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/tdQktdCQsH3dNJcB5BbRfBleV/by-unit/24X11KTH1BG6A,"Clásica, Cookies  & Cream",Pago,contabilidad@mckleincorp.com,,Las Aguilas
01/07/2017,18:17:19,Ciudad de México,$53.00,$0.00,$53.00,$0.00,$0.00,$0.00,$53.00,Punto de venta,$0.00,N/D,$53.00,$0.00,$0.00,,,$0.00,$53.00,b4iiMl5RJuRcLjkIsebTGiieV,jAE62eIwe4e3JF3XrUqKLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/b4iiMl5RJuRcLjkIsebTGiieV/by-unit/24X11KTH1BG6A,Kranky,Pago,contabilidad@mckleincorp.com,,Las Aguilas
01/07/2017,17:39:57,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,hFdt4ZZO8n1129dUcTf9iQjeV,hvI8afu0DMx72yg38mt5KQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/hFdt4ZZO8n1129dUcTf9iQjeV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
30/06/2017,21:01:56,Ciudad de México,$112.00,$0.00,$112.00,$0.00,$0.00,$0.00,$112.00,Punto de venta,$0.00,N/D,$112.00,$0.00,$0.00,,,$0.00,$112.00,5x7MEdrOyecBGEFlib8u908eV,pV9GsMPUGaQS5jXIkUkOKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/5x7MEdrOyecBGEFlib8u908eV/by-unit/24X11KTH1BG6A,Importe personalizado,Pago,contabilidad@mckleincorp.com,,Las Aguilas
30/06/2017,20:46:04,Ciudad de México,$86.00,$0.00,$86.00,$0.00,$0.00,$0.00,$86.00,Punto de venta,$0.00,N/D,$86.00,$0.00,$0.00,,,$0.00,$86.00,DsSIrRfis0C9yXqrCj2dMOieV,HsVGzmlBvxr6LmeQLMBOKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/DsSIrRfis0C9yXqrCj2dMOieV/by-unit/24X11KTH1BG6A,"Algodón de Azucar, Chicle",Pago,contabilidad@mckleincorp.com,,Las Aguilas
30/06/2017,17:04:28,Ciudad de México,$399.00,$0.00,$399.00,$0.00,$0.00,$0.00,$399.00,Punto de venta,$0.00,N/D,$399.00,$0.00,$0.00,,,$0.00,$399.00,DOHuPiP3gbLlIJTRr0FC136eV,jCHL2gbf55sGUVYsZHlRLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/DOHuPiP3gbLlIJTRr0FC136eV/by-unit/24X11KTH1BG6A,"2 x Cheesecake, Chocolate Lovers, Crunchy, Nuez Blanca, 2 x Clásica, Cheesecake",Pago,contabilidad@mckleincorp.com,,Las Aguilas
30/06/2017,16:07:30,Ciudad de México,$49.00,-$12.25,$36.75,$0.00,$0.00,$0.00,$36.75,Punto de venta,$0.00,N/D,$36.75,$0.00,$0.00,,,$0.00,$36.75,Bj8DPyci5Ktp18SvJIO8HVkeV,H8P9oVF8wMTXvRgm0aY8KQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/Bj8DPyci5Ktp18SvJIO8HVkeV/by-unit/24X11KTH1BG6A,Bicolor (Bicolor),Pago,contabilidad@mckleincorp.com,,Las Aguilas
29/06/2017,18:08:53,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,DeHcYORTAfAKBjtOLeUjQi1eV,PSAXT5vvDv6L32IrODXeKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/DeHcYORTAfAKBjtOLeUjQi1eV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
29/06/2017,18:08:46,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,3A3kpqrIFtTjs1OuNvIhwGleV,PoZarWlJFiHBlGGftCh9KQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/3A3kpqrIFtTjs1OuNvIhwGleV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
28/06/2017,20:29:12,Ciudad de México,$62.00,$0.00,$62.00,$0.00,$0.00,$0.00,$62.00,Punto de venta,$0.00,N/D,$62.00,$0.00,$0.00,,,$0.00,$62.00,nIbQSbnTL2Yzc5skYnJ62HgeV,HkhI2Du1oIkkHe0j7LbKLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/nIbQSbnTL2Yzc5skYnJ62HgeV/by-unit/24X11KTH1BG6A,Nuez Blanca,Pago,contabilidad@mckleincorp.com,,Las Aguilas
28/06/2017,20:26:51,Ciudad de México,$125.00,$0.00,$125.00,$0.00,$0.00,$0.00,$125.00,Punto de venta,$0.00,N/D,$125.00,$0.00,$0.00,,,$0.00,$125.00,fAxYeGVLGZhwvWY8IThjN3meV,5riTz4Hp94sHInGLj5BSKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/fAxYeGVLGZhwvWY8IThjN3meV/by-unit/24X11KTH1BG6A,"Nuez, Kranky, 2 x Vainilla",Pago,contabilidad@mckleincorp.com,,Las Aguilas
28/06/2017,18:08:23,Ciudad de México,$58.00,$0.00,$58.00,$0.00,$0.00,$0.00,$58.00,Punto de venta,$0.00,N/D,$58.00,$0.00,$0.00,,,$0.00,$58.00,ZFjNxoCSZsB0Xr9VDuUlBApeV,1jdE4ej3PiIw8xGdVodELQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/ZFjNxoCSZsB0Xr9VDuUlBApeV/by-unit/24X11KTH1BG6A,Kinder,Pago,contabilidad@mckleincorp.com,,Las Aguilas
28/06/2017,17:49:42,Ciudad de México,$171.00,$0.00,$171.00,$0.00,$0.00,$0.00,$171.00,Punto de venta,$0.00,N/D,$171.00,$0.00,$0.00,,,$0.00,$171.00,DgqfDFYKFUDHECBAMY9HKVheV,L2rdKQsDVfe5mtZFTvgBKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/DgqfDFYKFUDHECBAMY9HKVheV/by-unit/24X11KTH1BG6A,"Ferrero, MM´s, Snickers",Pago,contabilidad@mckleincorp.com,,Las Aguilas
28/06/2017,16:30:53,Ciudad de México,$76.00,$0.00,$76.00,$0.00,$0.00,$0.00,$76.00,Punto de venta,$0.00,N/D,$76.00,$0.00,$0.00,,,$0.00,$76.00,dfDr7gaFQizsRs6yOVbZNXseV,PSsBfSh4QIECpXHoVFZFLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/dfDr7gaFQizsRs6yOVbZNXseV/by-unit/24X11KTH1BG6A,2 x Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
28/06/2017,14:29:48,Ciudad de México,$124.00,$0.00,$124.00,$0.00,$0.00,$0.00,$124.00,Punto de venta,$0.00,N/D,$124.00,$0.00,$0.00,,,$0.00,$124.00,1t62BfkjuOjWjcaYmVsUnfAfV,tbbgeg4yEFQEq8aCdCIRKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/1t62BfkjuOjWjcaYmVsUnfAfV/by-unit/24X11KTH1BG6A,"Nuez, Nuez Blanca",Pago,contabilidad@mckleincorp.com,,Las Aguilas
27/06/2017,20:53:21,Ciudad de México,$94.00,$0.00,$94.00,$0.00,$0.00,$0.00,$94.00,Punto de venta,$0.00,N/D,$94.00,$0.00,$0.00,,,$0.00,$94.00,dTHov0UwUB2fgAaWu6UZdaxeV,NxUdD2xShwbmstBXRtYpKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/dTHov0UwUB2fgAaWu6UZdaxeV/by-unit/24X11KTH1BG6A,"Clásica, Snickers",Pago,contabilidad@mckleincorp.com,,Las Aguilas
27/06/2017,14:53:56,Ciudad de México,$111.00,$0.00,$111.00,$0.00,$0.00,$0.00,$111.00,Punto de venta,$0.00,N/D,$111.00,$0.00,$0.00,,,$0.00,$111.00,vG0sTiibNPiJofnjhd7JUmAfV,ZvWeiUETi0AxVx0Yv53xKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/vG0sTiibNPiJofnjhd7JUmAfV/by-unit/24X11KTH1BG6A,"Kinder, Kranky",Pago,contabilidad@mckleincorp.com,,Las Aguilas
27/06/2017,14:20:40,Ciudad de México,$200.00,$0.00,$200.00,$0.00,$0.00,$0.00,$200.00,Punto de venta,$0.00,N/D,$200.00,$0.00,$0.00,,,$0.00,$200.00,nY5rog0sfXDdDDTuJGlRyJ8eV,NHT3lVyn5O9q5g5Yu56ILQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/nY5rog0sfXDdDDTuJGlRyJ8eV/by-unit/24X11KTH1BG6A,"3 x Cheesecake, Kranky",Pago,contabilidad@mckleincorp.com,,Las Aguilas
26/06/2017,20:16:41,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,t1Ie3pi6aD23GCNeGN9sIC1eV,9NSpaChkHJIDN6A4qEgcLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/t1Ie3pi6aD23GCNeGN9sIC1eV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
26/06/2017,20:02:11,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,3SiPkrWuJMMCtiqU6aEcbj8eV,TAiDIY4S2uhgrNi9UpeRKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/3SiPkrWuJMMCtiqU6aEcbj8eV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
26/06/2017,20:01:59,Ciudad de México,$114.00,$0.00,$114.00,$0.00,$0.00,$0.00,$114.00,Punto de venta,$0.00,N/D,$114.00,$0.00,$0.00,,,$0.00,$114.00,z4Eas8dDGZPEiW1QGB1HFWoeV,buhCFUMbi3GkMkcxU5qIKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/z4Eas8dDGZPEiW1QGB1HFWoeV/by-unit/24X11KTH1BG6A,2 x Chocolate Lovers,Pago,contabilidad@mckleincorp.com,,Las Aguilas
26/06/2017,18:31:24,Ciudad de México,$91.00,$0.00,$91.00,$0.00,$0.00,$0.00,$91.00,Punto de venta,$0.00,N/D,$91.00,$0.00,$0.00,,,$0.00,$91.00,x34K59EKmboe3aO6bsDytnzeV,ngHy5SZGwRUKZ196JktMLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/x34K59EKmboe3aO6bsDytnzeV/by-unit/24X11KTH1BG6A,"Clásica, Kranky",Pago,contabilidad@mckleincorp.com,,Las Aguilas
26/06/2017,18:30:15,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,7oYFCCQ6K3HS3cClCFkJMj8eV,ziZq6D3V1ayeBnTEtXdZKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/7oYFCCQ6K3HS3cClCFkJMj8eV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/06/2017,20:56:16,Ciudad de México,$91.00,$0.00,$91.00,$0.00,$0.00,$0.00,$91.00,Punto de venta,$0.00,N/D,$91.00,$0.00,$0.00,,,$0.00,$91.00,Zj0G7J90Phmn261DaIFzM1neV,dXpueYTh3Q2krrVizMwaKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/Zj0G7J90Phmn261DaIFzM1neV/by-unit/24X11KTH1BG6A,"MM´s, Clásica",Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/06/2017,20:08:30,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,NVUiG4FMB4ph4PnWvxnyMS3eV,P4HXurukOAjWZc1jNIUWLQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/NVUiG4FMB4ph4PnWvxnyMS3eV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/06/2017,19:56:15,Ciudad de México,$58.00,$0.00,$58.00,$0.00,$0.00,$0.00,$58.00,Punto de venta,$0.00,N/D,$58.00,$0.00,$0.00,,,$0.00,$58.00,ZzCtdp1YAH7onxwoMwJhfjheV,HS6xuXfHLCNAAbxo5nxAKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/ZzCtdp1YAH7onxwoMwJhfjheV/by-unit/24X11KTH1BG6A,Cereales,Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/06/2017,19:27:08,Ciudad de México,$38.00,$0.00,$38.00,$0.00,$0.00,$0.00,$38.00,Punto de venta,$0.00,N/D,$38.00,$0.00,$0.00,,,$0.00,$38.00,LEoih7JdhXntHybCxb5UHu4eV,FbVKrE7VAfwhshnKFLmRKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/LEoih7JdhXntHybCxb5UHu4eV/by-unit/24X11KTH1BG6A,Clásica,Pago,contabilidad@mckleincorp.com,,Las Aguilas
25/06/2017,19:26:57,Ciudad de México,$57.00,$0.00,$57.00,$0.00,$0.00,$0.00,$57.00,Punto de venta,$0.00,N/D,$57.00,$0.00,$0.00,,,$0.00,$57.00,hJxu4n7SfZouXED1DlHWLrweV,DQgoKG84MfTL2Eb8KH2oKQB,,,iPad de Mcklein,,,https://squareup.com/dashboard/sales/transactions/hJxu4n7SfZouXED1DlHWLrweV/by-unit/24X11KTH1BG6A,Cookies  & Cream,Pago,contabilidad@mckleincorp.com,,Las Aguilas
